parentCompany,businessName,businessType,expires,street,city,state,zipCode
RT DENVER FRANCHISE LP,RUBY TUESDAY #2163,Hotel & Restaurant (city), 05/01/2016,5525 WADSWORTH,ARVADA,CO,800023105
RT DENVER FRANCHISE LP,RUBY TUESDAY,Hotel & Restaurant (city), 04/21/2016,4150 N FREEWAY,PUEBLO,CO,810052064
RT DENVER FRANCHISE LP,RUBY TUESDAY,Hotel & Restaurant (city), 04/17/2016,750 CITADEL DRIVE EAST,Colorado Springs,CO,80909
RT DENVER FRANCHISE LP,RUBY TUESDAY,Hotel & Restaurant (city), 01/08/2016,5820 STETSON HILLS BLVD,Colorado Springs,CO,80922
RT DENVER FRANCHISE LP,RUBY TUESDAY #2341,Hotel & Restaurant (city), 03/25/2016,270 HWY 6,DILLON,CO,80435
RT&D LLC,DB'S WINE & LIQUOR,Liquor Store (city), 06/18/2016,4101 COLORADO BLVD,Denver,CO,80216
"RTJ, LLC",WATER TOWER LIQUORS,Liquor Store (city), 06/04/2016,5545 OLDE WADSWORTH BLVD,ARVADA,CO,800022586
RUAN FAMILY INC,BISTRO KING,Hotel & Restaurant (city), 05/11/2016,3542 S FOX ST,ENGLEWOOD,CO,801103416
RUBIO'S RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,Hotel & Restaurant (city), 02/07/2016,16891 E QUINCY AVE UNIT C,Aurora,CO,800131503
RUBIO'S RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,Hotel & Restaurant (county), 08/12/2016,3620 E HIGHLANDS RANCH PKY,Highlands Ranch,CO,80126
RUBY OF CRESTED BUTTE LLC THE,RUBY OF CRESTED BUTTE,Bed & Breakfast Permit, 07/11/2016,624 GOTHIC AVE,Crested Butte,CO,81224
RUCKERS LLC,WALNUT LIQUORS,Liquor Store (city), 05/06/2016,3729 WALNUT STREET,Denver,CO,80205
RUDOSKY GOLF LLC,CONQUISTADOR GOLF COURSE,Hotel & Restaurant / Optional (city), 05/20/2016,2018 N DOLORES RD,Cortez,CO,813218848
RUDY'S TEXAS BAR-B-Q LLC,RUDY'S COUNTRY STORE AND BAR-B-Q,3.2% Beer On/Off Premises (city), 07/21/2016,315 S 31ST ST,COLORADO SPRINGS,CO,80904
RUEBENS LLC,RUEBEN'S BURGER BISTRO,Hotel & Restaurant (city), 07/07/2016,1800 BROADWAY #150,Boulder,CO,803025390
RUEDI CREEK ENTERPRISES INC,SAMMY'S,Hotel & Restaurant (city), 05/26/2016,412 PARK AVE,Rifle,CO,81650
RUM RUNNER LIQUORS INC THE,RUM RUNNER LIQUORS THE,Liquor Store (city), 06/11/2015,5062 FEDERAL BLVD,DENVER,CO,802211140
RUMFELT FAMILY VENTURES LLC,CHARLIE L'S PUB,Tavern (city), 08/19/2015,271 14TH ST SE,Loveland,CO,80537
RUMI LLC,OASIS GRILL,Tavern (city), 07/16/2015,15064 E MISSISSIPPI AVE,Aurora,CO,80012
RUMI'S KABAB LLC,IN & OUT GYROS,Hotel & Restaurant (city), 08/11/2015,36 E BIJOU ST,Colorado Springs,CO,809031302
RUMORS LLC,BIRD O'DAY'S,Hotel & Restaurant (city), 12/20/2015,406 MAIN ST,Canon City,CO,812123734
RUNNING SHOES AND COLORADO BREWS LLC,SHOES AND BREWS,Brew Pub (city), 06/03/2016,"63 S PRATT PARKWAY, UNIT B",Longmont,CO,80501
RUNYON SPORTS COMPLEX COMMISSION INC,BULLPEN THE,3.2% Beer On Premises (city), 05/29/2016,400 STANTON AVE,Pueblo,CO,810033550
RUPERT'S RESTAURANTS INC,RUPERT'S RESTAURANT,Hotel & Restaurant (city), 08/13/2015,2045 SHERIDAN BLVD UNIT F,Edgewater,CO,80214
RUSH CORPORATION,KOKOPELLI LIQUOR,Liquor Store (city), 04/21/2016,2996 D ROAD,GRAND JUNCTION,CO,815048604
RUSSOMANNO ROGER A,L&R CONCESSIONS,Tavern (county), 04/19/2016,9755 HENDERSON RD,Brighton,CO,806018114
RUSSO'S PIZZA II LLC,RUSSO'S PIZZA,Beer & Wine (city), 11/02/2015,40 MARKET ST UNIT D,Glenwood Springs,CO,816018506
RUSTED PORCH LLC THE,RUSTED PORCH THE,Hotel & Restaurant (city), 08/16/2015,690 MARKETPLACE PLAZA STE B7/8,STEAMBOAT SPRINGS,CO,80487
RUSTIC STATION LLC,RUSTIC STATION,Hotel & Restaurant (county), 09/18/2015,1 PARK COUNTY RD 68,BAILEY,CO,80421
RUSTIC TAVERN INC,RUSTIC TAVERN INC,Tavern (city), 12/31/2015,5126 W 29TH AVE,Denver,CO,802121517
RUSTIQUE LLC,RUSTIQUE BISTRO,Hotel & Restaurant (city), 10/19/2015,"216 S MONARCH, STE 101",Aspen,CO,816111944
RY LEE INC,EXTRA INNINGS SPORTS BAR,Tavern (city), 05/02/2016,3333 S TAMARAC DR UNIT R,DENVER,CO,802314362
RYAN C ENTERPRISESINC,CHEYENNE MOUNTAIN LIQUORS,Liquor Store (city), 08/24/2016,730 CHEYENNE MEADOWS RD,COLORADO SPRINGS,CO,809064943
RYAN INC,LITTETON CAFE,Hotel & Restaurant (city), 07/13/2015,1409 W LITTLETON BLVD,LITTLETON,CO,801202101
RYAN RESTAURANT GROUP LLC,RYAN'S SPORTS GRILL,Hotel & Restaurant (city), 04/01/2016,925 E HARMONY RD,Fort Collins,CO,805254899
RYCE ASIAN BISTRO INC,RYCE ASIAN BISTRO,Hotel & Restaurant (city), 01/27/2016,120 ELK AVE UNIT B,CRESTED BUTTE,CO,81224
RYCHELLE LLC,THE LOST CAJUN PAGOSA SPRINGS,Beer & Wine (city), 04/13/2016,438 C PAGOSA STREET,Pagosa Springs,CO,81147
RYDER INC,BIRD DOG BBQ,Hotel & Restaurant (city), 08/15/2015,1645 BRIARGATE PKWY C 343,Colorado Springs,CO,809207686
RYLAN INC AND 7-ELEVEN INC,7-ELEVEN STORE 32810A,3.2% Beer Off Premises (city), 11/07/2015,4500 PEORIA ST,DENVER,CO,802394804
RYLAURKEN INC,INGLENOOK THE,Hotel & Restaurant (city), 08/15/2015,530 N CLEVELAND,LOVELAND,CO,805375510
S & A LIQUOR INC,PINE LANE DISCOUNT LIQUORS,Liquor Store (city), 09/24/2015,12543 HWY 83 #200,Parker,CO,80134
S & B SYSTEMS LLC,29TH STREET WINGSHACK,Beer & Wine (city), 08/06/2015,158 E 29TH ST,Loveland,CO,805382724
S & C LEASING INC,DE ANTONIO'S PIZZA AND PASTA,Beer & Wine (city), 08/30/2016,78737 US HIGHWAY 40 STES 2103 & 2104,Winter Park,CO,80482
S & G FISH LLC,STOIC AND GENUINE S & G FISH,Hotel & Restaurant (city), 06/26/2016,1701 WYNKOOP SUITE 105,Denver,CO,80202
S & H INDEPENDENT PREMIUM BRANDS LLC,S & H INDEPENDENT PREMIUM BRANDS LLC,Importer (malt liquor), 01/24/2016,1792 WYNKOOP STREET | UNIT 505,Denver,CO,80202
S & J LLC,S & J LLC,Hotel & Restaurant (city), 07/11/2016,9935 & 9945 E COLFAX AVE,Aurora,CO,80010
S & P INC,BITTERSWEET,Hotel & Restaurant (city), 11/17/2015,500 E ALAMEDA AVE,Denver,CO,802091907
S & S INVESTMENT LLC,MALI THAI CUISINE,Hotel & Restaurant (city), 02/07/2016,4955 S ULSTER ST #104,Denver,CO,80237
S & S KO INC,HIGH SPIRITS LIQUOR,Liquor Store (city), 06/04/2016,301 S SANTA FE AVE,Fountain,CO,808171924
S A A RESTAURANT INC,SCOOTERS,Hotel & Restaurant (city), 04/23/2016,13698 E ALAMEDA,Aurora,CO,800121303
S AND AS STORE INC AND 7 ELEVEN INC,7 ELEVEN STORE #34087A,3.2% Beer Off Premises (city), 02/08/2016,15610 E 104TH AVE,Commerce City,CO,800220682
S AND L ENTERPRISES,GO GO LIQUORS,Liquor Store (city), 07/26/2015,1398 HWY 287,BROOMFIELD,CO,800202224
S B & G LLC,SALIDA GOLF CLUB BAR & GRILL,Hotel & Restaurant / Optional (city), 06/01/2016,404 GRANT ST,SALIDA,CO,812011586
S L L LTD,IL POGGIO,Hotel & Restaurant (city), 11/24/2015,20 VILLAGE SQUARE,SNOWMASS VILLAGE,CO,816159999
S L V SUPERBOWL CORP,S L V SUPERBOWL,Tavern (city), 08/29/2015,1020 2ND AVE,Monte Vista,CO,811441736
S M C S LLC,S M C S LLC,3.2% Beer Off Premises (county), 05/28/2016,1982 HWY 145,TELLURIDE,CO,814359150
S P S LIQUORS INC,SUMMIT LIQUORS,Liquor Store (county), 04/21/2016,21801 HWY 6,Dillon,CO,80435
S S R ENTERPRISES INC,PERFECT LANDING RESTAURANT THE,Hotel & Restaurant (county), 10/01/2015,7625 S PEORIA ST,Englewood,CO,801124171
S S SANTA FE LLC,EL SENOR SOL REAL MEXICAN FOOD,Hotel & Restaurant (city), 09/08/2015,6651 S UNIVERSITY BLVD,CENTENNIAL,CO,801212913
S&A ENTERPRISE LLC,BUCKLEY DISCOUNT LIQUORS,Liquor Store (city), 07/08/2016,17150 E ILIFF AVE C-3,AURORA,CO,80013
S&C INVESTMENTS INC,CRYSTAL'S LIQUOR,Liquor Store (city), 10/23/2015,356 E HARMONY RD UNIT 6-C,Fort Collins,CO,80525
S&F ASSOCIATES INC,AIRPLANE RESTAURANT THE,Hotel & Restaurant (city), 03/16/2016,1665 N NEWPORT RD,Colorado Springs,CO,809162747
S&S ENTERPRISE INC AND 7-ELEVEN INC,7-ELEVEN STORE 24079A,3.2% Beer Off Premises (county), 10/01/2015,8250 W COAL MINE AVE,Littleton,CO,801234471
S&S RESTUARANT GROUP INC,CARMINE'S ON PENN,Hotel & Restaurant (city), 03/05/2016,92 S PENNSYLVANIA ST,Denver,CO,802091916
"S.A.M. CORPORATION, LLC",THE ROADHOUSE BAR AND GRILL,Hotel & Restaurant (city), 04/07/2016,2035 S SHERIDAN BLVD,Denver,CO,80227
S.I. FLATS INC,MRS TORRELLI'S WINE FLAT,Liquor Store (city), 01/22/2016,534 CLEVELAND AVE,Loveland,CO,80537
S.S SKIPPA CORD INC,LITTLE ANNIE'S EATING HOUSE,Hotel & Restaurant (city), 02/04/2016,517 E HYMAN AVE,Aspen,CO,81611
S.U.D.ENTERPRISES LLC,BROADWAY WINE & SPIRITS,Liquor Store (city), 01/08/2016,207 BROADWAY ST,Sterling,CO,80751
SAARI K CONRAD,K SAARI GALLERY,Art Gallery Permit, 06/30/2012,837 B LINCOLN AVE,STEAMBOAT SPRINGS,CO,804875001
SABET INC,SHOP N GO,3.2% Beer Off Premises (city), 07/19/2016,3501 S LOGAN ST,ENGLEWOOD,CO,801133730
SABICA 2 INC & 7-ELEVEN INC,7-Eleven Store 19088A,3.2% Beer Off Premises (city), 10/23/2015,1011 37TH STREET,Evans,CO,80620
SABICA 3 INC & 7 ELEVEN INC,7 ELEVEN STORE 34316A,3.2% Beer Off Premises (city), 10/21/2015,6150 E HWY 34,Johnstown,CO,80534
SABICA INC & 7-ELEVEN INC,7-ELEVEN STORE 18724A,3.2% Beer Off Premises (city), 04/17/2016,104 E 18TH ST,Greeley,CO,806316019
SACHI KO PYON,SUEHIRO JAPANESE RESTAURANT,Hotel & Restaurant (city), 01/04/2016,631 N MAIN ST,PUEBLO,CO,810033126
SACRED GROUNDS COFFEE IN THE CANYON LLC,SACRED GROUNDS COFFEE IN THE CANYON,Hotel & Restaurant (city), 09/28/2015,1801 CHEYENNE BLVD,Colorado Springs,CO,80906
SADDLEBACK GOLF CLUB LLC,SADDLEBACK GOLF CLUB,Hotel & Restaurant / Optional (city), 04/25/2016,8631 FRONTIER ST,FIRESTONE,CO,80520
SADY FAMILY INC,EDWARDS LIQUORS,Liquor Store (county), 05/30/2016,0429 EDWARDS ACCESS RD A201-A202 NOSTR C,EDWARDS,CO,81632
"SAENZ, LTD. LIABILITY CO.",TEX MEX,Tavern (city), 05/26/2016,424 MAIN ST,Longmont,CO,805015535
SAFARI HORSE RANCH LTD,AMERICAN SAFARI RANCH,Hotel & Restaurant (county), 07/07/2015,1484 CO RD 7,Fairplay,CO,80440
SAFEWAY STORE FORTY SIX  INC,SAFEWAY STORE  # 3728,3.2% Beer Off Premises (city), 12/11/2015,1414 MAIN ST,Canon City,CO,812123906
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #3729,3.2% Beer Off Premises (city), 01/12/2016,1231 S PRAIRIE AV,PUEBLO,CO,810052022
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1533,3.2% Beer Off Premises (city), 01/28/2016,2901 PATTERSON ROAD,GRAND JUNCTION,CO,815045440
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #722,3.2% Beer Off Premises (city), 06/17/2016,457 W MAIN ST,Trinidad,CO,810822623
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE # 2824,3.2% Beer Off Premises (county), 12/11/2015,1900 HWY 24,Leadville,CO,804619724
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1721,3.2% Beer Off Premises (city), 04/27/2016,906 E OLIVE,LAMAR,CO,810522966
SAFEWAY STORE FORTY SIX INC,SAFEWAY FUEL #920,3.2% Beer Off Premises (city), 10/28/2015,621 BIG THOMPSON AVE,Estes Park,CO,805178949
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 3715,3.2% Beer Off Premises (city), 01/12/2016,1322 E 8TH ST,PUEBLO,CO,810013512
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 836,3.2% Beer Off Premises (city), 01/20/2016,1008 SUMMIT BLVD,Frisco,CO,804439999
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1892,3.2% Beer Off Premises (city), 02/13/2016,1580 E MAIN ST,CORTEZ,CO,813212934
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1933,3.2% Beer Off Premises (city), 07/16/2016,20153 E SMOKY HILL RD,Centennial,CO,800153137
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 632,3.2% Beer Off Premises (county), 01/12/2016,2148 BROADWAY,GRAND JUNCTION,CO,815031098
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #2913,3.2% Beer Off Premises (city), 01/08/2016,2160 W DRAKE RD,FT COLLINS,CO,805261486
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE 1634,3.2% Beer Off Premises (city), 04/13/2016,1630 PACE ST,Longmont,CO,80501
SAFEWAY STORE FORTY SIX INC,SAFEWAY FUEL #1975,3.2% Beer Off Premises (city), 03/01/2016,6949 MESA RIDGE PKWY,Fountain,CO,808171543
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO2810,3.2% Beer Off Premises (city), 12/29/2015,1200 SECOND AV,MONTE VISTA,CO,811441767
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO1131,3.2% Beer Off Premises (city), 12/25/2015,1329 S TOWNSEND AVE,MONTROSE,CO,814025007
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 1132,3.2% Beer Off Premises (city), 02/14/2016,2001 GRAND,Glenwood Springs,CO,816014115
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 2520,3.2% Beer Off Premises (city), 12/21/2015,111 18TH ST,Burlington,CO,808071513
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 3714,3.2% Beer Off Premises (city), 01/12/2016,617 W 29TH ST,PUEBLO,CO,810081115
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1863,3.2% Beer Off Premises (city), 01/09/2016,1550 HWY 92,Delta,CO,81416
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #2625,3.2% Beer Off Premises (city), 08/06/2015,681 HORIZON DR,GRAND JUNCTION,CO,815061901
SAFEWAY STORE FORTY SIX INC,SAFEWAY FUEL STATION #2913,3.2% Beer Off Premises (city), 04/16/2016,2451 S TAFT HILL RD,Fort Collins,CO,805265828
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #2911,3.2% Beer Off Premises (city), 01/29/2016,2798 ARAPAHOE,Boulder,CO,803026714
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 914,3.2% Beer Off Premises (city), 03/01/2016,2321 W EISENHOWER,LOVELAND,CO,805373151
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO1644,3.2% Beer Off Premises (county), 03/01/2016,7655 MCLAUGHLIN RD,Falcon,CO,80831
SAFEWAY STORE FORTY SIX INC,SAFEWAY FUEL STATION 05-2722,3.2% Beer Off Premises (county), 03/04/2016,8375 N RAMPART RANGE RD,Littleton,CO,801259322
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE # 390,3.2% Beer Off Premises (city), 12/14/2015,2425 MINER ST,Idaho Springs,CO,804520000
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 617,3.2% Beer Off Premises (city), 12/25/2015,112 S SPRUCE ST,GUNNISON,CO,812302720
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1656,3.2% Beer Off Premises (city), 01/22/2016,1601 COALTON RD,SUPERIOR,CO,80027
SAFEWAY STORE FORTY SIX INC,SAFEWAY FUEL STATION 1877,3.2% Beer Off Premises (city), 12/20/2015,700 S PERRY ST,CASTLE ROCK,CO,801041935
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1071,3.2% Beer Off Premises (city), 04/05/2016,460A S COLLEGE,Fort Collins,CO,805242902
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1552,3.2% Beer Off Premises (city), 12/04/2015,1426 E HARMONY RD,Fort Collins,CO,805253301
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #4613,3.2% Beer Off Premises (city), 07/02/2016,1039 E HWY #24,WOODLAND PARK,CO,808632120
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #4615,3.2% Beer Off Premises (county), 12/06/2015,7505 McLAUGHLIN RD,Falcon,CO,80831
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO2341,3.2% Beer Off Premises (city), 12/16/2015,620 W PLATTE AV #234,FT MORGAN,CO,807012652
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #2915,3.2% Beer Off Premises (city), 03/01/2016,860 CLEVELAND AV,Loveland,CO,805374717
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1877,3.2% Beer Off Premises (city), 10/29/2015,880 PERRY ST,CASTLE ROCK,CO,801041936
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1974,3.2% Beer Off Premises (city), 02/04/2016,22675 E AURORA PKWY,AURORA,CO,80016
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 637,3.2% Beer Off Premises (city), 01/21/2016,1400 SOUTH LINCOLN AVE,Steamboat Springs,CO,804875014
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #3723,3.2% Beer Off Premises (city), 12/16/2015,315 W 2ND ST,La Junta,CO,810501419
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO 2817,3.2% Beer Off Premises (city), 12/25/2015,232 G ST,Salida,CO,812012019
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1791,3.2% Beer Off Premises (city), 10/29/2015,1535 MAIN ST,WINDSOR,CO,80550
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE 1615,3.2% Beer Off Premises (city), 03/24/2016,3325 28TH ST,Boulder,CO,803011410
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE # 1681,3.2% Beer Off Premises (city), 12/16/2015,1301 MAIN ST,ALAMOSA,CO,811012120
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE 2919,3.2% Beer Off Premises (city), 02/03/2016,4800 BASELINE RD,Boulder,CO,803032643
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1667,3.2% Beer Off Premises (city), 09/13/2015,3333 ARAPAHOE RD #B,Erie,CO,80516
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #2666,3.2% Beer Off Premises (city), 05/08/2016,4548 CENTERPLACE DRIVE,GREELEY,CO,80631
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1568,3.2% Beer Off Premises (city), 12/29/2015,40 COUNTY ROAD 804,Fraser,CO,804429999
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE # 2918,3.2% Beer Off Premises (city), 12/16/2015,3526 W 10TH ST,Greeley,CO,806341824
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE # 1532,3.2% Beer Off Premises (city), 11/19/2015,220 S ELIZABETH ST,ELIZABETH,CO,80107
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO3727,3.2% Beer Off Premises (city), 12/16/2015,222 W 7TH ST,WALSENBURG,CO,810892212
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORES #1967,3.2% Beer Off Premises (city), 10/31/2015,560 CASTLE PINES PKWY,Castle Pines,CO,801084606
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORES #1975,3.2% Beer Off Premises (city), 11/13/2015,6949 MESA RIDGE PARKWAY,Fountain,CO,808171543
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE # 2917,3.2% Beer Off Premises (city), 12/25/2015,1605 BRIDGE ST,BRIGHTON,CO,806011931
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #920,3.2% Beer Off Premises (city), 01/08/2016,451 E WONDERVIEW AV,Estes Park,CO,805179020
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE 1578,3.2% Beer Off Premises (city), 05/11/2016,1009-1025 US HWY 24,Woodland Park,CO,808639218
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1760,3.2% Beer Off Premises (county), 08/09/2015,1017 N MARKET PLAZA,Pueblo West,CO,810071530
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1045,3.2% Beer Off Premises (city), 05/02/2016,1300 DEXTER ST,Fort Lupton,CO,80621
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #2722,3.2% Beer Off Premises (county), 09/14/2015,8335 N RAMPART RANGE RD,Littleton,CO,801259322
SAFEWAY STORES 45  INC,SAFEWAY STORE NO 812,3.2% Beer Off Premises (city), 01/08/2016,2210 N WAHSATCH AV,Colorado Springs,CO,809076940
SAFEWAY STORES 45  INC,SAFEWAY STORE NO 835,3.2% Beer Off Premises (city), 01/08/2016,5060 N ACADEMY BLVD,Colorado Springs,CO,809074124
SAFEWAY STORES 45  INC,SAFEWAY STORE NO 1286,3.2% Beer Off Premises (city), 01/08/2016,3275 W COLORADO AVE,Colorado Springs,CO,809041905
SAFEWAY STORES 45 INC,SAFEWAY STORE 2791,Liquor Licensed Drug Store (city), 08/20/2015,181 WEST MINERAL AVE,LITTLETON,CO,801204509
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 137,3.2% Beer Off Premises (city), 12/21/2015,12200 E MISS AV,AURORA,CO,800123454
SAFEWAY STORES 45 INC,SAFEWAY STORE #2138,3.2% Beer Off Premises (city), 12/22/2015,1730 S BUCKLEY RD,Aurora,CO,800175172
SAFEWAY STORES 45 INC,SAFEWAY STORE #1614,3.2% Beer Off Premises (city), 01/13/2016,560 CORONA ST,DENVER,CO,802183436
SAFEWAY STORES 45 INC,SAFEWAY STORE #2910,3.2% Beer Off Premises (city), 01/21/2016,1632 HOVER RD,LONGMONT,CO,805012441
SAFEWAY STORES 45 INC,SAFEWAY STORE #2612,3.2% Beer Off Premises (city), 10/29/2015,1677 S HAVANA ST,AURORA,CO,800125007
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 27,3.2% Beer Off Premises (county), 06/03/2016,5025 S KIPLING,LITTLETON,CO,801271314
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 322,3.2% Beer Off Premises (city), 01/08/2016,1701 JACKSON ST,GOLDEN,CO,804011925
SAFEWAY STORES 45 INC,SAFEWAY STORE NO1145,3.2% Beer Off Premises (city), 03/26/2016,1955 S SHERIDAN BLVD,Denver,CO,802273715
SAFEWAY STORES 45 INC,SAFEWAY STORE #1928,3.2% Beer Off Premises (city), 09/11/2015,18730 E HAMPDEN AVE,Aurora,CO,800133534
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 100,3.2% Beer Off Premises (city), 01/13/2016,3110 E FIRST AVE,Denver,CO,802065614
SAFEWAY STORES 45 INC,SAFEWAY STORE NO1248,3.2% Beer Off Premises (city), 01/12/2016,2660 FEDERAL BLVD,Denver,CO,802114717
SAFEWAY STORES 45 INC,SAFEWAY STORE NO1440,3.2% Beer Off Premises (city), 09/26/2015,624 HWY 105,Monument,CO,801329125
SAFEWAY STORES 45 INC,SAFEWAY STORE #1595,3.2% Beer Off Premises (city), 09/15/2015,8543 CHURCH RANCH BLVD,WESTMINSTER,CO,800213918
SAFEWAY STORES 45 INC,SAFEWAY STORE #1479,3.2% Beer Off Premises (city), 01/08/2016,3900 WADSWORTH BLVD,Wheat Ridge,CO,800334615
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 344,3.2% Beer Off Premises (city), 04/19/2016,9160 W COLFAX AVE,Lakewood,CO,802154024
SAFEWAY STORES 45 INC,SAFEWAY STORE #1873,3.2% Beer Off Premises (city), 05/21/2016,771 THORNTON PARKWAY,THORNTON,CO,80229
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 017,3.2% Beer Off Premises (city), 01/20/2016,201 E JEFFERSON AV,Englewood,CO,801133726
SAFEWAY STORES 45 INC,SAFEWAY STORE  #1116,3.2% Beer Off Premises (city), 04/15/2016,1050 KEN PRATT BLVD BLDG 1,Longmont,CO,805016362
SAFEWAY STORES 45 INC,SAFEWAY #1792,3.2% Beer Off Premises (city), 01/22/2016,1425 S MURRAY BLVD,Colorado Springs,CO,809163976
SAFEWAY STORES 45 INC,SAFEWAY STORE # 2714,3.2% Beer Off Premises (city), 01/13/2016,6220 E 14TH AVE,DENVER,CO,802202747
SAFEWAY STORES 45 INC,SAFEWAY STORE #2342,3.2% Beer Off Premises (city), 02/02/2016,11088 W JEWELL AV,LAKEWOOD,CO,802266139
SAFEWAY STORES 45 INC,SAFEWAY FUEL STATION 05-2792,3.2% Beer Off Premises (county), 10/01/2015,27102 MAIN ST,CONIFER,CO,80433
SAFEWAY STORES 45 INC,SAFEWAY STORE NO2839,3.2% Beer Off Premises (city), 01/08/2016,840 VILLAGE CENTER,COLORADO SPRINGS,CO,809193603
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 1480,3.2% Beer Off Premises (county), 09/12/2015,9255 S BROADWAY ST,Highlands Ranch,CO,801269999
SAFEWAY STORES 45 INC,SAFEWAY STORE #1548,3.2% Beer Off Premises (city), 08/31/2015,9229 W LINCOLN AVE,Lone Tree,CO,80124
SAFEWAY STORES 45 INC,SAFEWAY STORE N1499,3.2% Beer Off Premises (city), 10/24/2015,2890 N POWERS BLVD,COLORADO SPRINGS,CO,809222800
SAFEWAY STORES 45 INC,SAFEWAY STORES 1599,3.2% Beer Off Premises (county), 11/15/2015,12442 W KEN CARYL AVE,LITTLETON,CO,80127
SAFEWAY STORES 45 INC,SAFEWAY STORE 2792,3.2% Beer Off Premises (county), 10/01/2015,27152 MAIN ST,CONIFER,CO,80433
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 10,3.2% Beer Off Premises (county), 06/03/2016,HWY 74,EVERGREEN,CO,804390000
SAFEWAY STORES 45 INC,SAFEWAY STORE #1635,3.2% Beer Off Premises (city), 05/01/2016,10300 FEDERAL BLVD,Federal Heights,CO,802210000
SAFEWAY STORES 45 INC,SAFEWAY STORE #1446,3.2% Beer Off Premises (city), 03/08/2016,11051 S PARKER RD,PARKER,CO,801347441
SAFEWAY STORES 45 INC,SAFEWAY STORE #1828,3.2% Beer Off Premises (city), 05/29/2016,8134 ROAD 13,FIRESTONE,CO,80520
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 1267,3.2% Beer Off Premises (city), 01/13/2016,6460 E YALE AV,Denver,CO,802227156
